,aazeazeount_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,message
13,184096565021911,1035503133214579,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035503133214579,2016-09-19,link,mostly true,,4.0,23.0,2.0,"The Syrian military declared today that the U.S.-Russia brokered cease-fire is over, blaming rebel groups for violating the agreement."
14,184096565021911,1035527713212121,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035527713212121,2016-09-19,video,mostly true,,10.0,85.0,29.0,"New York City Mayor Bill de Blasio on Manhattan bombing: ""We have every reason to believe this was an act of terror"" abcn.ws/2d2IuqB"
15,184096565021911,1035532526544973,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035532526544973,2016-09-19,link,mostly true,,10.0,41.0,14.0,"A U.S. official told ABC News Rahami came to the U.S. in 2000. He was a ""pretty normal guy,"" quiet but funny, according to one of his classmates."
16,184096565021911,1035558749875684,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035558749875684,2016-09-19,video,no factual content,,3.0,9.0,3.0,"TONIGHT: Matthew Dowd and LZ Granderson host a very special edition of Strait Talk LIVE from Detroit. Have questions? Leave them below, and tune in tonight at 7:00 ET! http://abcn.ws/2d6hx9W"
18,184096565021911,1035592746538951,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035592746538951,2016-09-19,link,mostly true,,15.0,276.0,74.0,"While the Trump children were previously only being protected by the United States Secret Service while around Donald J. Trump himself, Ivanka Trump is now receiving her own protection."
19,184096565021911,1035595553205337,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035595553205337,2016-09-19,link,mostly true,,56.0,300.0,65.0,"Speaking to supporters at the Gramercy Park home of restaurateur Danny Meyer and his wife Audrey, President Obama slams Donald J. Trump's candidacy: ""There's no curiosity. There's no desire to get up to speed. It's a infomercial. It's a reality show."""
20,184096565021911,1035619779869581,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035619779869581,2016-09-19,video,mostly true,,64.0,480.0,130.0,"Tim Kaine on Donald J. Trump's ""Crippled America"": Maybe America only looks crippled ""if you're sitting in the penthouse."""
21,184096565021911,1035627049868854,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035627049868854,2016-09-19,link,mostly true,,6.0,33.0,5.0,"Rose Pak, an influential community activist who turned San Francisco's Asian-American population into a political power in the city, passes away at 68."
22,184096565021911,1035656723199220,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035656723199220,2016-09-19,video,mostly true,,289.0,674.0,243.0,"Donald J. Trump at Florida rally: Does Hillary Clinton find radical Muslims ""deplorable,"" or is that ""reserved only for hard-working Americans?"""
23,184096565021911,1035672566530969,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035672566530969,2016-09-19,link,mostly true,,2.0,18.0,11.0,"Leaders of the Somali community in central Minnesota united Sunday to condemn the stabbings. They said the suspect does not represent them, and they expressed fear about a backlash."
25,184096565021911,1035684116529814,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035684116529814,2016-09-19,video,no factual content,,5.0,19.0,6.0,"TONIGHT: ABC News' Matthew Dowd and LZ Granderson host a very special Strait Talk LIVE from Detroit, talking everything from the 2016 race to the rebirth of Detroit. Tune in! http://abcn.ws/2cyTdIC"
26,184096565021911,1035706656527560,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035706656527560,2016-09-19,video,mostly true,,30.0,268.0,177.0,"Donald J. Trump bemoans the ""amazing"" treatment alleged New York area bomber Ahmad Khan Rahami will receive in the hospital: He'll ""probably even have room service, knowing the way our country is."" http://abcn.ws/2cXFpJP"
27,184096565021911,1035726243192268,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035726243192268,2016-09-19,link,mostly true,,50.0,157.0,129.0,"A federal prosecutor tells jurors a witness will testify that Gov. Chris Christie was told about a plan to close traffic lanes near the George Washington Bridge as the shutdown was happening, a claim he has contested for years."
29,184096565021911,1035748639856695,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695,2016-09-19,link,mostly true,,13.0,101.0,73.0,Three of the latest national polls that were all conducted before the various attacks this weekend all had Hillary Clinton leading Donald J. Trump when respondents were asked whom they trust to handle the issue of terrorism.
30,184096565021911,1035767019854857,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035767019854857,2016-09-19,video,no factual content,,25.0,207.0,108.0,"Fatina Abdrabboh, Director of American Arab Anti-Discrimination Committee in Dearborn, MI tells ABC News that Islam ""has deep roots"" in US: ""We have to dismantle"" the idea that Muslims are foreign."
31,184096565021911,1035778606520365,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035778606520365,2016-09-19,link,mostly true,,2.0,37.0,25.0,Paul Ryan shared some of his experiences from the 2012 presidential campaign trail and Ivanka Trump provided Ryan with an update on her father's presidential campaign.
32,184096565021911,1035801043184788,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035801043184788,2016-09-19,link,mostly true,,25.0,263.0,87.0,"In this final stretch before Election Day, the Hillary Clinton campaign is setting its sights on the youth."
33,184096565021911,1035825603182332,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035825603182332,2016-09-19,link,mostly true,,15.0,106.0,29.0,"With one week to go until the first presidential debate in Hofstra, NY, it's crunch time for Hillary Clinton and Donald J. Trump."
34,184096565021911,1035859429845616,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035859429845616,2016-09-19,link,mostly true,,3.0,24.0,6.0,The results cement Putin's total control over the country's political life and potentially grant him the ability to change Russia's constitution.
35,184096565021911,1035884803176412,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035884803176412,2016-09-19,link,mostly true,,23.0,98.0,8.0,"Police looking for suspects after 19-year-old U.S. Marine Corps serviceman shot in the head while on weekend leave in Los Angeles, authorities say."
36,184096565021911,1035916476506578,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035916476506578,2016-09-20,link,mostly true,,5.0,36.0,20.0,"""The possibility that Donald J. Trump could win the Nov. 8 elections has made financial markets nervous and that has been especially reflected in the Mexican peso,"" according to one of Mexico's largest banks."
37,184096565021911,1036151719816387,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036151719816387,2016-09-20,link,mixture of true and false,,117.0,614.0,70.0,The 92-year-old Republican 41st president and member of a conservative political dynasty that spans several generations will vote against his party—or so says the scion of another family at the center of American politics.
38,184096565021911,1036199296478296,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036199296478296,2016-09-20,link,mostly true,,6.0,45.0,23.0,The highly-anticipated first presidential debate of the 2016 race is less than one week away. Here's what you need to know.
40,184096565021911,1036245469807012,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036245469807012,2016-09-20,video,mostly true,,24.0,211.0,46.0,"President Obama in final United Nations General Assembly address: Despite ""our share of mistakes,"" America ""has been a force for good."" abcn.ws/2cEKXsA"
41,184096565021911,1036251303139762,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036251303139762,2016-09-20,link,mostly true,,1.0,23.0,15.0,"The suspect in a spate of bombings that terrorized the New York City metropolitan area this weekend visited a city in Pakistan known for being a hotbed of insurgent activity, a source told ABC News."
42,184096565021911,1036268139804745,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036268139804745,2016-09-20,video,mostly true,,231.0,572.0,76.0,"U.S. Senator Elizabeth Warren questions Wells Fargo CEO John Stumpf on whether he has resigned or returned money made ""while this scam was going on"" abcn.ws/2cQZdMM"
43,184096565021911,1036296946468531,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036296946468531,2016-09-20,link,mostly true,,31.0,170.0,97.0,"Donald J. Trump's uproar led Mars, Incorporated, the parent company of the manufacturer of Skittles, to tweet, “Skittles are candy; refugees are people.”"
44,184096565021911,1036336249797934,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036336249797934,2016-09-20,link,mostly true,,,13.0,4.0,"A big fundraising haul and high-profile visits have turned the Indiana Senate race into one of the hardest fought contests in this year's heated struggle for control of the U.S. Senate and the balance of power in Washington, D.C."
46,184096565021911,1036370659794493,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036370659794493,2016-09-20,video,mostly true,,104.0,627.0,206.0,"On the Senate floor, Senator Harry Reid says Donald J. Trump won't release his tax returns because ""he's not worth nearly as much as he claims to be."""
47,184096565021911,1036399716458254,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036399716458254,2016-09-20,video,mostly true,,30.0,25.0,13.0,"Why do two parties dominate American politics? It wasn't always this way. A brief history, from George Washington on: http://abcn.ws/2cmOy0s"
48,184096565021911,1036432846454941,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941,2016-09-20,link,mostly true,,15.0,209.0,47.0,"In his eighth and final address to the United Nations General Assembly as commander in chief, President Obama takes an apparent swipe at Donald J. Trump's plan to build a wall along the U.S.-Mexico border."
49,184096565021911,1036447253120167,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167,2016-09-20,link,mostly true,,3.0,29.0,5.0,"The United Nations says the attack on the aid convoy could amount to a ""war crime."""
50,184096565021911,1036474553117437,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,2016-09-20,link,mostly true,,4.0,80.0,44.0,"Using Skittles to make a point about “our Syrian refugee problem” didn’t go over too well with Mars, Incorporated—but the candy maker’s rebuke of Donald Trump Jr..’s controversial tweet is hardly a first."
51,184096565021911,1036496423115250,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,2016-09-20,link,mostly true,,339.0,430.0,231.0,"At a rally in North Carolina, Donald Trump says, ""There's nothing like doing things with 'other people's money.'"""
52,184096565021911,1036514203113472,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036514203113472,2016-09-20,link,mostly true,,,14.0,4.0,"The writings were apparently on Rahami when he allegedly engaged in a firefight with police, and the pages were shot through with a bullet."
53,184096565021911,1036552873109605,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,2016-09-20,link,mostly true,,9.0,37.0,12.0,"Two years ago, Rahami's father told the FBI – Federal Bureau of Investigation that his son was interacting with ""bad people"" overseas and a concerned citizen in the neighborhood told authorities that Rahami's associates may have been trying to procure explosives, sources tell ABC News."
54,184096565021911,1036582596439966,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,2016-09-20,link,mostly true,,45.0,273.0,70.0,"""How many times do we have to see this in our country?"" Hillary Clinton asks of the fatal police shooting of Terence Crutcher in Tulsa, Oklahoma."
55,184096565021911,1036611373103755,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036611373103755,2016-09-20,link,mostly true,,,12.0,4.0,"Jesse Benton, Ron Paul's 2012 campaign chairman, was convicted of conspiracy, causing false campaign contribution reports to be filed to the Federal Election Commission and participating in a false statement scheme."
56,184096565021911,1036644986433727,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,2016-09-20,link,mostly true,,11.0,83.0,57.0,"A whopping 95% of all campaign television ad spending scheduled between today and Election Day—more than $143 million—comes from Hillary Clinton =’s team, according to an ABC News analysis of CMAG/Kantar Media data."
57,184096565021911,1036675696430656,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036675696430656,2016-09-20,link,mostly true,,35.0,243.0,81.0,"The Hillary Clinton campaign has slammed Donald J. Trump as ""a fraud who believes the rules don't apply to him"" over reports that the GOP presidential candidate used money from his charitable foundation to settle two lawsuits filed against his for-profit businesses."
59,184096565021911,1037005106397715,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715,2016-09-21,link,mostly true,,42.0,68.0,48.0,"Several protesters and a dozen police officers have been injured and about five people arrested after violent protests erupted following a deadly police shooting in Charlotte, North Carolina on Tuesday."
60,184096565021911,1037034746394751,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751,2016-09-21,video,no factual content,,72.0,137.0,76.0,"In just five days, Hillary Clinton and Donald J. Trump square off in the first presidential debate of 2016. Tune in Monday night 9:00 ET on ABC News or stream live on ABC News on Facebook. #Debates"
61,184096565021911,1037075549724004,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004,2016-09-21,link,mostly true,,7.0,63.0,27.0,"""I’m really really appalled by having my image, you know, on Twitter used against the refugees,"" photographer David Kittos tells ABC News."
62,184096565021911,1037097846388441,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441,2016-09-21,video,mostly true,,246.0,704.0,386.0,"Introducing Donald J. Trump at a Cleveland church, Don King says, ""Every white woman should cast their vote for Donald Trump...to knock out the system."" http://abcn.ws/2d4sDfa"
63,184096565021911,1037112079720351,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351,2016-09-21,link,mostly true,,3.0,98.0,36.0,"Recent polling suggests that when it comes to winning the youth vote (a key demographic for President Obama) perhaps Hillary Clinton’s greatest challenge is not Donald J. Trump, whom Bernie Sanders has been harshly critiquing on the trail, but other third-party candidates."
64,184096565021911,1037141289717430,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430,2016-09-21,link,mostly true,,119.0,415.0,102.0,"Congressman Luis V. Gutierrez interrupts House Judiciary Committee IRS hearing to eat some Skittles, following Donald Trump Jr.'s controversial tweet about the candy and refugees: ""I really love Skittles...Every now and then I get a bad Skittle, but I don't ban them all."""
65,184096565021911,1037167203048172,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172,2016-09-21,link,mostly true,,4.0,52.0,18.0,Lewandowski was fired as Donald J. Trump’s campaign manager on June 20 after a series of missteps that included a physical confrontation with a reporter and being charged with battery over an altercation with protesters at a rally.
66,184096565021911,1037176393047253,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253,2016-09-21,video,mostly true,,3.0,47.0,17.0,"US Attorney Preet Bharara: Evidence shows NY bombing a ""premeditated act of terrorism"" abcn.ws/2cDkyJV"
67,184096565021911,1037188766379349,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349,2016-09-21,text,mostly true,,2.0,5.0,2.0,"JUST IN: U.S. Federal Reserve maintains current interest rate level, but signals a rate hike is coming soon http://abcn.ws/2d9mPgr"
68,184096565021911,1037217126376513,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037217126376513,2016-09-21,link,mixture of true and false,,35.0,344.0,48.0,"Bush made the declaration in front of about 40 people in attendance at the reception, a source tells ABC News."
69,184096565021911,1037225543042338,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338,2016-09-21,video,mostly true,,27.0,345.0,85.0,"Hillary Clinton praises first deaf West Wing receptionist Leah Katz-Hernandez: Shows ""how our nation sees the talent in everyone."""
70,184096565021911,1037243109707248,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248,2016-09-21,link,mostly true,,4.0,27.0,12.0,"Billionaires are writing big checks to outside groups focused on the Senate, with more than two-thirds of Senate Leadership Fund's $28 million haul coming from billionaire casino owner Sheldon Adelson."
71,184096565021911,1037252369706322,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322,2016-09-21,video,mostly true,,17.0,74.0,22.0,"Rep. Elijah Cummings criticizes Mylan CEO Heather Bresch during a congressional hearing over the drastic rise in the cost of EpiPens: ""After Mylan takes our punches, they will fly back to their mansions in their private jets and laugh all the way to the bank while our constituents suffer, file for bankruptcy, and watch their children get sicker, and in some cases die."""
72,184096565021911,1037268776371348,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348,2016-09-21,link,mostly true,,7.0,35.0,7.0,"""Our purpose in this negotiation was to put an end to the kind of horrific and indiscriminate attacks that have been the primary cause of fear, of suffering, of displacement,"" John Kerry  said. ""And under our plan, all of this could be quickly accompanied by serious negotiations between the parties aimed at a political transition and a conclusion to the conflict."""
73,184096565021911,1037288223036070,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070,2016-09-21,link,mostly true,,11.0,147.0,47.0,"First lady Michelle Obama has reacted publicly for the first time to the controversy over Melania Trump's speech at the GOP convention in Cleveland earlier this summer, when the Republican presidential nominee’s wife was accused of using parts of Obama’s 2008 Democratic National Convention speech."
74,184096565021911,1037299089701650,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650,2016-09-21,link,mostly true,,32.0,557.0,143.0,"The latest national presidential poll has some encouraging news for the campaign of Hillary Clinton, showing a 6-point lead for her over Donald J. Trump."
75,184096565021911,1037318423033050,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050,2016-09-21,video,no factual content,,3.0,20.0,0.0,What's next for The Library of Congress? ABC News talks to new Librarian of Congress Carla Hayden to find out: abcn.ws/2cp0a38
76,184096565021911,1037352739696285,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285,2016-09-21,link,mostly true,,1.0,9.0,11.0,"In a bloody page in the journal purportedly found on Ahmad Rahami when he was captured, the New York and New Jersey bombing suspect appears to praise major terrorist figures, including the main spokesperson for ISIS."
77,184096565021911,1037371396361086,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086,2016-09-21,video,mostly true,,8.0,52.0,10.0,"Fed Chair Janet Yellen tells ABC News' Rebecca Jarvis: ""The Federal Reserve is not politically compromised"" abcn.ws/2cmM7WJ"
78,184096565021911,1037391213025771,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771,2016-09-21,link,mostly true,,12.0,144.0,102.0,"""They ask him a set of much easier questions because he has not put forward detailed material you can parry him on,"" a spokesperson for Hillary Clinton's campaign says."
79,184096565021911,1037410216357204,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204,2016-09-21,link,mostly true,,8.0,31.0,7.0,"The Senate cleared the way today for a massive arms deal with Saudi Arabia to proceed, after voting against a resolution that would have blocked the transfer of $1.15 billion worth of military equipment to be sold from the U.S. to Saudi Arabia."
80,184096565021911,1037433849688174,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174,2016-09-21,link,mostly true,,61.0,196.0,73.0,"As Donald J. Trump appeared to try and court African-American voters in Cleveland today at a town hall, he expressed support for establishing the policing policy of ""stop-and-frisk"" on a national level."
81,184096565021911,1037464359685123,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123,2016-09-22,link,mostly true,,9.0,52.0,17.0,The case is projected to cost taxpayers $72 million by next summer.
82,184096565021911,1037489569682602,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602,2016-09-22,link,mostly true,,6.0,76.0,65.0,The Donald J. Trump campaign’s major concern: The candidate’s limited preparation. The Hillary Clinton camp’s biggest worry: That the Republican presidential nominee will be asked softer questions than are asked of Clinton.
83,184096565021911,1037749336323292,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292,2016-09-22,link,mostly true,,9.0,111.0,30.0,"President Bill Clinton: “You are living proof that good people committed to creative cooperation have almost unlimited positive impact to help people today and give our kids better tomorrows. Now, I have spent the last 15 years of my life working to advance that idea.”"
84,184096565021911,1037782196320006,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006,2016-09-22,video,no factual content,,38.0,138.0,32.0,President Obama shares emotional video of child who asked to host Syrian refugee: “We can all learn from Alex.” http://abcn.ws/2d3Tntu
85,184096565021911,1037810572983835,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835,2016-09-22,video,mostly true,,8.0,19.0,18.0,"Why do we have presidential debates? ""Viewers tune in to get informed, make up their mind, or maybe they're just waiting for the missteps."" http://abcn.ws/2cr5FOV"
87,184096565021911,1037846762980216,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216,2016-09-22,video,mostly true,,138.0,277.0,225.0,"Donald J. Trump comments on Charlotte: ""Our country looks bad to the world, especially when we are supposed to be the world's leader. How can we lead when we can't even control our own cities?"""
88,184096565021911,1037856692979223,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223,2016-09-22,link,mostly true,,18.0,46.0,21.0,"Donald J. Trump sought to amend his position in an interview this morning, saying he never meant to suggest that stop-and-frisk would be implemented nationally."
89,184096565021911,1037886152976277,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277,2016-09-22,link,mostly true,,28.0,84.0,27.0,"“The level of business amounts to hundreds of millions of dollars -- what he received as a result of interaction with Russian businessmen,” said Sergei Millian, who heads a U.S.-Russia business group and who says he once helped market Donald J. Trump’s U.S. condos in Russia and the former Soviet states."
91,184096565021911,1037919132972979,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979,2016-09-22,link,mostly true,,5.0,55.0,24.0,"For the second time in two weeks, Bryan Pagliano, former senior adviser for information resource management at the State Department, failed to show up to a hearing to testify on the preservation of State Department records."
92,184096565021911,1037947399636819,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819,2016-09-22,video,mostly true,,92.0,507.0,17.0,"After President Obama placed the 2015 National Medal of Arts on Mel Brooks's neck, the legendary comedian pretended to pull down the president's pants. http://abcn.ws/2cGp4r2"
93,184096565021911,1037951726303053,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053,2016-09-22,link,mostly true,,48.0,194.0,75.0,"Less than a day after protests over the police killing of an African-American man turned violent in North Carolina, Donald J. Trump placed some of the blame for the turmoil on the impact of drugs."
94,184096565021911,1038000319631527,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527,2016-09-22,link,mostly true,,7.0,58.0,3.0,The Secret Service said that it is “aware” of the “alleged email hacking of a White House employee” that may have compromised the private passport information of First Lady Michelle Obama along with the communications of several White House staffers.
95,184096565021911,1038027142962178,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178,2016-09-22,video,mostly true,,38.0,187.0,105.0,"Mike Pence: ""Donald Trump and I believe that there’s been far too much of this talk of institutional bias or racism within law enforcement."""
96,184096565021911,1038031976295028,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028,2016-09-22,link,mostly true,,3.0,16.0,4.0,"The U.S. Attorney’s office in Manhattan is investigating Anthony Weiner’s alleged sexting with a minor, according to two officials briefed on the case."
97,184096565021911,1038059326292293,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293,2016-09-22,link,mostly true,,2.0,63.0,16.0,Former Massachusetts governor and 1988 presidential candidate Michael Dukakis advised Hillary Clinton to focus more on dealing with Donald J. Trump's unorthodox approach to debating.
98,184096565021911,1038086542956238,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238,2016-09-22,link,mostly true,,13.0,50.0,25.0,A federal judge in New York ruled in 2013 that the stop-question-and-frisk program was unconstitutional and violated the rights of minorities because they were being disproportionally targeted by the practice.
99,184096565021911,1038114256286800,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800,2016-09-22,link,mostly true,,7.0,181.0,28.0,"""We should stay in touch ... what's the best way to reach you? Email?"""
